Customer_ID,Customer_Name,Gender,Age,City,Account_No,Account_Type,Account_Balance,Transaction_ID,Transaction_Date,Transaction_Type,Transaction_Amount,Receiver_Account,Loan_ID,Loan_Amount,Amount_Paid,Credit_Score
C212,Theresa Saunders,F,52,Hyderabad,78558906,Current,180557,T0212,2024-01-18,Deposit,72183,,,868894.0,380510.0,747
C213,Elizabeth Patel,M,47,Kolkata,88809427,Savings,90514,T0213,2024-06-05,Withdrawal,42698,43188284.0,L0213,,,715
C214,Christopher Gray,M,60,Ahmedabad,26230491,Savings,172285,T0214,2024-02-08,Deposit,119273,79824561.0,L0214,,,795
C215,Linda Barrera,F,34,Kolkata,89028808,Current,420754,T0215,2025-07-04,Withdrawal,188577,85882332.0,L0215,,,677
C216,Brittany Rodriguez,F,63,Pune,60523852,Savings,274038,T0216,2025-05-02,Transfer,105013,,,,,781
C217,Tasha Murray,M,41,Mumbai,29551399,Savings,165167,T0217,2024-01-27,Transfer,75182,,L0217,,,700
C218,Autumn Day,F,28,Chennai,48854725,Savings,139619,T0218,2025-05-12,Withdrawal,51512,,L0218,,,643
C219,Teresa Morris,F,52,Pune,10475782,Current,180154,T0219,2024-11-04,Transfer,83995,,,789771.0,682546.0,625
C220,Raven Hall,M,27,Kolkata,74759830,Savings,193605,T0220,2025-06-14,Withdrawal,16079,,,867055.0,355444.0,660
C221,Kathryn Fields,F,46,Chennai,11395596,Savings,470753,T0221,2025-07-18,Deposit,139999,,,288538.0,254703.0,667
C222,Emma Swanson,F,52,Bengaluru,40104201,Current,31792,T0222,2024-04-04,Transfer,141976,78559716.0,,,,664
C223,Sandra Gonzalez,F,56,Bengaluru,46494824,Savings,259535,T0223,2024-05-02,Transfer,114106,,L0223,,,716
C224,Laura Williams,M,24,Mumbai,53267930,Current,178653,T0224,2024-01-30,Transfer,8048,,,,,759
C225,Zachary Glass,F,38,Delhi,68048538,Savings,341005,T0225,2024-06-19,Transfer,166459,22172541.0,,407564.0,34609.0,830
C226,Dwayne Hammond,M,39,Mumbai,21783962,Savings,299396,T0226,2024-03-16,Withdrawal,44407,,,602985.0,22255.0,762
C227,Joshua Wong,M,49,Kolkata,35059425,Current,168204,T0227,2024-07-24,Withdrawal,17584,19144554.0,L0227,,,662
C228,John Jenkins,M,51,Delhi,18471898,Savings,167979,T0228,2024-02-29,Deposit,145122,81844727.0,,,,811
C229,Peter Rasmussen,F,26,Pune,26951327,Current,105456,T0229,2024-07-21,Deposit,54788,23811594.0,,,,713
C230,Margaret Nelson,F,49,Ahmedabad,43306366,Current,283131,T0230,2024-06-21,Withdrawal,11286,20093432.0,,,,716
C231,Joseph Orr,M,62,Pune,19002575,Savings,22364,T0231,2024-01-10,Deposit,186008,22345948.0,L0231,558956.0,263293.0,820
C232,Sherry Cross,F,39,Kolkata,23684491,Current,309277,T0232,2024-11-03,Withdrawal,4111,,,,,649
C233,Vicki Reed,M,49,Bengaluru,46552974,Current,156560,T0233,2024-04-05,Withdrawal,104358,36819640.0,L0233,507161.0,192957.0,745
C234,Jasmine Valenzuela,F,61,Pune,93402591,Current,295685,T0234,2024-01-30,Withdrawal,33249,16559444.0,,831841.0,643376.0,638
C235,Grace Howard,M,63,Delhi,22830337,Current,43268,T0235,2025-07-05,Withdrawal,69156,34382707.0,,393623.0,370828.0,625
C236,Susan White,M,65,Chennai,20281564,Savings,422491,T0236,2024-07-18,Withdrawal,138016,79864504.0,L0236,,,801
C237,Mark Morris,F,29,Kolkata,70514959,Savings,103974,T0237,2025-10-03,Withdrawal,68701,,L0237,,,769
C238,Melinda Austin,M,44,Chennai,36296620,Current,212839,T0238,2025-04-25,Transfer,12381,34183826.0,,410142.0,223085.0,692
C239,Logan Owens,M,34,Mumbai,36529369,Savings,430172,T0239,2024-02-03,Transfer,97572,50633428.0,L0239,136698.0,23770.0,644
C240,Pamela Garcia,M,22,Mumbai,96162737,Current,329086,T0240,2024-06-21,Withdrawal,115568,25950609.0,,,,713
C241,Crystal Cummings,F,43,Hyderabad,73891701,Savings,489038,T0241,2025-10-31,Transfer,45747,88987362.0,,,,715
C242,James Wagner,F,32,Pune,12828022,Current,233634,T0242,2024-01-02,Deposit,58008,93188297.0,,907805.0,716208.0,742
C243,Richard Cisneros,M,43,Chennai,62462516,Current,493385,T0243,2025-07-22,Withdrawal,91832,,,,,680
C244,Tara Palmer,F,27,Hyderabad,49614188,Current,222353,T0244,2024-11-25,Transfer,64867,,L0244,632425.0,487989.0,624
C245,Jeffrey Clark,F,42,Hyderabad,90952696,Savings,370645,T0245,2024-02-21,Withdrawal,112272,,L0245,,,778
C246,Nicole George,M,59,Hyderabad,23358262,Savings,259269,T0246,2024-10-22,Withdrawal,32292,41326786.0,L0246,492714.0,253939.0,782
C247,Kristin Graham,F,27,Bengaluru,61769699,Current,92495,T0247,2025-02-18,Withdrawal,148461,23078581.0,L0247,,,757
C248,Rebecca Smith,M,51,Delhi,67463123,Savings,332370,T0248,2024-10-08,Deposit,10948,,,,,717
C249,Charles Miller,F,24,Pune,93011619,Current,422608,T0249,2025-06-18,Withdrawal,97614,98690194.0,L0249,,,693
C250,Stacie Stanley,F,31,Ahmedabad,40220889,Current,102845,T0250,2025-03-24,Transfer,131954,,,479052.0,36737.0,685
C251,Julie Miller,F,37,Delhi,70359488,Savings,164859,T0251,2024-02-07,Deposit,83485,,L0251,507046.0,126969.0,805
C252,Brandi Williams,F,36,Pune,98310284,Current,17970,T0252,2025-07-20,Withdrawal,20167,27427817.0,,,,803
C253,Karen Wright,M,56,Ahmedabad,45258943,Current,463517,T0253,2024-08-06,Deposit,89669,29741902.0,,535243.0,333212.0,649
C254,Jeff Gay,M,55,Pune,42926532,Current,55867,T0254,2025-09-19,Deposit,25605,,,,,675
C255,David Johnson,F,38,Chennai,37141457,Current,178243,T0255,2024-07-24,Deposit,123704,23852947.0,,247744.0,22654.0,781
C256,Carol Wells,M,36,Kolkata,71877291,Current,469765,T0256,2025-09-26,Transfer,119226,66576618.0,,697531.0,332252.0,778
C257,James Ortega,M,24,Bengaluru,73429432,Savings,179867,T0257,2025-02-15,Transfer,93112,78685696.0,L0257,,,764
C258,Scott Logan,F,25,Hyderabad,77840857,Current,82992,T0258,2025-10-08,Transfer,83586,,L0258,672238.0,31663.0,637
C259,Anthony Nelson,M,64,Kolkata,56061640,Savings,487052,T0259,2025-04-02,Deposit,182333,,,324108.0,291788.0,841
C260,Elizabeth Dawson,M,32,Bengaluru,95503732,Current,240632,T0260,2024-03-24,Transfer,116446,14673915.0,,813555.0,798334.0,731
C261,Tina Martin,F,50,Bengaluru,22102338,Savings,1942,T0261,2024-05-19,Deposit,128362,,L0261,,,763
C262,Bruce King,F,29,Hyderabad,40484413,Current,280201,T0262,2025-02-10,Deposit,147000,45353050.0,L0262,323021.0,215988.0,662
C263,Ashley Holder,M,23,Pune,35148467,Current,252515,T0263,2024-11-27,Transfer,42528,17975004.0,L0263,763322.0,375890.0,655
C264,Rebecca Roberts,M,36,Bengaluru,77738637,Savings,207982,T0264,2025-07-16,Withdrawal,152521,97985684.0,L0264,,,772
C265,Mario Aguilar,M,53,Ahmedabad,61092753,Current,366738,T0265,2025-03-24,Deposit,5588,,L0265,329533.0,299163.0,651
C266,Victoria Mckee,M,29,Bengaluru,59973534,Current,342621,T0266,2025-06-05,Transfer,26303,,L0266,142672.0,37216.0,847
C267,Kevin Fisher,F,43,Kolkata,34577765,Savings,105361,T0267,2024-01-09,Withdrawal,19810,,,,,759
C268,Alicia Sanchez,F,34,Mumbai,32965485,Savings,418748,T0268,2025-05-24,Transfer,106011,,,,,750
C269,Mark Kim,F,48,Bengaluru,19448376,Current,470396,T0269,2025-08-31,Withdrawal,136965,,L0269,734803.0,236093.0,660
C270,Joseph Smith,M,33,Bengaluru,49184548,Savings,24447,T0270,2024-03-08,Deposit,29417,,,398510.0,21441.0,765
C271,Denise Aguirre,M,51,Kolkata,34836048,Current,429854,T0271,2024-02-27,Withdrawal,43223,,,,,668
C272,Stephen Hill,F,51,Chennai,83502126,Current,210335,T0272,2024-10-28,Withdrawal,191027,87612514.0,L0272,,,604
C273,Jennifer Martinez,F,28,Chennai,19225857,Current,283782,T0273,2025-04-28,Deposit,111886,,L0273,,,837
C274,Shawna Park,M,47,Hyderabad,96288050,Current,464866,T0274,2025-05-12,Transfer,180279,38218500.0,,,,787
C275,Kathleen Camacho,M,34,Mumbai,76309332,Current,116149,T0275,2024-04-10,Transfer,110313,78717808.0,L0275,,,697
C276,Jennifer Johnson,M,65,Ahmedabad,56980511,Current,434153,T0276,2024-09-16,Transfer,16019,,L0276,250551.0,73254.0,808
C277,Cindy Williams,M,48,Chennai,92432607,Current,448525,T0277,2025-05-24,Withdrawal,27507,,L0277,,,694
C278,Bryan Kelley,F,25,Bengaluru,28804838,Savings,433326,T0278,2024-02-15,Withdrawal,168293,,,,,602
C279,Miss Joyce Anderson DDS,F,57,Mumbai,75505700,Current,267240,T0279,2025-07-24,Withdrawal,162572,24031095.0,L0279,363978.0,86200.0,622
C280,Rebecca Cannon,F,41,Chennai,52757104,Current,358165,T0280,2025-05-04,Deposit,36836,,,447093.0,362116.0,640
C281,William Wood,M,37,Pune,36207837,Current,385573,T0281,2024-05-07,Transfer,104304,,L0281,649626.0,481640.0,629
C282,Susan Fernandez DVM,F,53,Hyderabad,86555652,Savings,69743,T0282,2024-12-13,Deposit,129655,80059126.0,L0282,,,687
C283,Katie Gates,F,47,Kolkata,10668775,Current,26884,T0283,2024-12-29,Transfer,114493,86104738.0,,,,608
C284,Carlos Cox,F,26,Delhi,66514029,Current,487891,T0284,2025-04-23,Transfer,72038,96433635.0,,,,726
C285,Mario Andersen,F,21,Bengaluru,40254185,Current,334987,T0285,2025-10-01,Transfer,140581,44225584.0,,,,609
C286,Brandy Wallace,F,25,Pune,54709420,Current,369628,T0286,2025-07-13,Deposit,134675,,,760796.0,523002.0,716
C287,Rachel Morris,F,50,Chennai,25856391,Current,97772,T0287,2025-06-20,Deposit,118705,43966795.0,,,,785
C288,Brent Harris,F,56,Hyderabad,73217703,Current,155301,T0288,2024-12-14,Deposit,148856,55874926.0,L0288,553732.0,520900.0,685
C289,Alexandra Potter DDS,M,35,Kolkata,24039220,Savings,418428,T0289,2025-02-16,Deposit,114874,,L0289,,,674
C290,Grant Todd,M,39,Delhi,14856008,Current,412592,T0290,2024-05-18,Withdrawal,93721,31083736.0,,,,620
C291,Stephen Payne,M,22,Ahmedabad,84182271,Savings,398316,T0291,2025-08-15,Withdrawal,55287,,,,,834
C292,Jennifer Elliott,F,21,Ahmedabad,11460523,Current,182500,T0292,2025-09-07,Deposit,27348,83787112.0,,937284.0,136346.0,763
C293,Sarah Brooks,F,29,Kolkata,33841759,Current,410402,T0293,2024-12-12,Deposit,102397,,,547632.0,320170.0,796
C294,Katherine Norman,F,54,Pune,13468882,Current,183020,T0294,2024-01-06,Withdrawal,103631,20386280.0,,,,789
C295,David Cunningham,M,26,Kolkata,27416837,Current,304278,T0295,2024-12-06,Transfer,76533,94801021.0,,,,694
C296,Daniel Thomas,M,37,Pune,46867352,Current,146599,T0296,2024-08-10,Withdrawal,100314,,L0296,,,774
C297,Tim Parker,F,57,Delhi,40356959,Current,87270,T0297,2024-07-25,Transfer,127113,58008400.0,,562016.0,97693.0,800
C298,Lisa Richards,M,49,Pune,51504102,Current,393146,T0298,2025-08-28,Withdrawal,191159,40076465.0,L0298,712485.0,422292.0,673
C299,Vanessa Floyd,M,58,Kolkata,80856431,Savings,54409,T0299,2025-10-03,Deposit,120100,32581521.0,L0299,270410.0,179171.0,649
C300,Jackie Crosby,F,37,Chennai,65080753,Savings,228423,T0300,2024-12-03,Withdrawal,87420,60560060.0,,157510.0,97158.0,734
C301,Robert Davis,F,40,Kolkata,35855279,Current,59965,T0301,2025-05-21,Withdrawal,94461,27857336.0,,,,706
C302,Charles Lewis,F,55,Pune,47383206,Savings,116441,T0302,2024-01-06,Withdrawal,40028,52455083.0,L0302,,,659
C303,Penny Castillo,F,42,Hyderabad,50223122,Current,212435,T0303,2025-01-18,Transfer,13623,58292988.0,,,,830
C304,Tyler Smith,F,40,Hyderabad,77008544,Savings,136812,T0304,2025-02-01,Deposit,157744,87908900.0,L0304,,,835
C305,Jessica Cross,F,21,Ahmedabad,64540269,Current,373124,T0305,2025-08-30,Deposit,64349,,L0305,263550.0,8899.0,771
C306,Larry Rocha,M,52,Mumbai,22028374,Savings,152236,T0306,2024-09-01,Withdrawal,173320,,L0306,631935.0,262750.0,674
C307,Jennifer Williams,F,25,Pune,58490431,Savings,145365,T0307,2024-02-18,Withdrawal,45089,12939495.0,,,,630
C308,Elizabeth Conway,F,44,Chennai,61385049,Savings,249134,T0308,2024-01-05,Deposit,60403,,,,,689
C309,Sandra Berger PhD,M,34,Chennai,16055614,Savings,440286,T0309,2025-08-27,Withdrawal,114567,,,655840.0,127031.0,832
C310,Jason Martin,F,53,Mumbai,76126006,Savings,496732,T0310,2024-03-08,Transfer,171736,16562598.0,,118342.0,22549.0,749
C311,John Maldonado,F,43,Bengaluru,52803967,Savings,192955,T0311,2024-11-09,Withdrawal,45297,49645868.0,L0311,326657.0,119595.0,664
C312,Anthony Davis,F,36,Chennai,93053342,Current,211172,T0312,2024-05-14,Transfer,65770,77973412.0,L0312,189720.0,126165.0,698
C313,Jessica Terry,M,43,Bengaluru,57535350,Savings,193840,T0313,2024-04-20,Transfer,61096,,L0313,362848.0,17534.0,837
C314,Robert Kemp,M,48,Chennai,84307762,Current,174209,T0314,2024-12-01,Deposit,172631,,L0314,,,723
C315,Charles James,M,38,Ahmedabad,87862653,Current,497549,T0315,2024-02-26,Transfer,180671,49513388.0,,229679.0,31772.0,830
C316,Rachael Flores,M,23,Kolkata,98481351,Current,25308,T0316,2025-07-31,Withdrawal,191858,,,346704.0,337487.0,606
C317,Stacey Cox,F,61,Hyderabad,28518479,Current,400457,T0317,2025-04-10,Withdrawal,182871,22256038.0,,,,784
C318,Megan Martinez DDS,F,57,Pune,78943540,Current,127107,T0318,2024-01-22,Withdrawal,163003,14981195.0,L0318,,,738
C319,Margaret Miller,M,34,Chennai,25439740,Current,382650,T0319,2024-08-18,Deposit,185497,80032896.0,L0319,,,822
C320,Diane Sullivan,F,58,Ahmedabad,13135192,Savings,81185,T0320,2025-06-19,Deposit,22300,,,884631.0,254880.0,835
C321,Brooke Collier,M,51,Chennai,77132784,Savings,182593,T0321,2025-08-09,Transfer,166920,,,495225.0,27742.0,639
C322,Allison Holloway,F,27,Ahmedabad,72942395,Current,465671,T0322,2024-03-14,Deposit,198768,,,,,834
C323,Zachary Butler,M,26,Delhi,51658356,Current,452742,T0323,2025-09-21,Withdrawal,78848,31704764.0,L0323,,,752
C324,Amanda James,F,27,Mumbai,24111606,Savings,322940,T0324,2025-07-09,Deposit,146180,,L0324,759134.0,450566.0,643
C325,Keith Horton,F,21,Pune,53313361,Savings,108459,T0325,2025-02-01,Deposit,20925,,,,,628
C326,Brenda Hall,F,46,Hyderabad,47927617,Savings,95760,T0326,2024-05-24,Transfer,124858,,,,,758
C327,Jessica Maddox DVM,M,57,Bengaluru,14026128,Savings,86502,T0327,2024-03-11,Transfer,86827,98880448.0,L0327,876701.0,374839.0,651
C328,Joshua Vaughn,M,42,Pune,46311286,Current,143898,T0328,2025-02-11,Deposit,166540,51937333.0,,,,739
C329,Gregg Jackson,F,43,Pune,40193815,Savings,297468,T0329,2025-07-09,Transfer,166586,,L0329,217608.0,12500.0,757
C330,Christina Frye,F,46,Ahmedabad,18289717,Savings,176449,T0330,2024-01-25,Withdrawal,10603,77905099.0,L0330,491343.0,94480.0,832
C331,Billy Donovan,F,25,Mumbai,57307373,Current,433474,T0331,2024-05-08,Withdrawal,66929,25104862.0,L0331,,,761
C332,Molly Mendoza,M,40,Chennai,45385253,Current,372036,T0332,2025-04-11,Transfer,148222,25207155.0,L0332,,,647
C333,Amanda Scott,F,58,Bengaluru,14432087,Savings,130490,T0333,2025-03-03,Transfer,18975,,L0333,519054.0,407522.0,637
C334,Cynthia Lewis,F,33,Delhi,77667487,Current,359731,T0334,2025-09-07,Deposit,102328,47672037.0,L0334,,,800
C335,Johnny Owens,M,23,Bengaluru,42829403,Savings,391285,T0335,2025-08-09,Transfer,189086,93568390.0,,,,708
C336,Brenda Evans,M,25,Kolkata,97703219,Current,54444,T0336,2025-07-17,Transfer,8268,,L0336,,,807
C337,Deborah Brown,M,58,Ahmedabad,37635587,Current,169153,T0337,2024-07-20,Withdrawal,167818,92620594.0,,,,789
C338,Anthony Sawyer,M,34,Delhi,64541987,Savings,53637,T0338,2024-08-31,Transfer,52107,44069787.0,,,,816
C339,Jared Johnson,F,62,Delhi,85713405,Current,58803,T0339,2025-07-18,Transfer,115992,19191573.0,L0339,812363.0,233654.0,666
C340,Cindy Chambers,F,32,Ahmedabad,99810097,Current,362845,T0340,2025-08-20,Withdrawal,76068,,,751701.0,97226.0,692
C341,Melissa Stewart,M,64,Pune,38346014,Current,481489,T0341,2025-02-16,Withdrawal,192736,,L0341,,,834
C342,Cameron Boyd,M,34,Delhi,77114232,Savings,299771,T0342,2024-08-19,Deposit,97106,55009113.0,,188998.0,178531.0,685
C343,Courtney Cook,F,21,Mumbai,84555719,Savings,410691,T0343,2024-06-12,Withdrawal,124468,,L0343,,,637
C344,Angela Townsend,F,56,Chennai,16350220,Savings,191731,T0344,2025-09-03,Transfer,145002,,L0344,,,736
C345,Ashley Gibson,F,22,Hyderabad,78687417,Current,182816,T0345,2025-06-01,Transfer,107760,,,609210.0,541134.0,796
C346,Crystal Smith,F,41,Pune,42845561,Savings,446119,T0346,2024-03-02,Withdrawal,31139,,,786841.0,680278.0,724
C347,Roberto Briggs,F,22,Bengaluru,92825815,Savings,444299,T0347,2024-07-15,Deposit,46119,,L0347,,,757
C348,Angela Olson,M,55,Delhi,36654209,Current,102791,T0348,2025-06-18,Withdrawal,184429,,L0348,956014.0,698238.0,816
C349,Adam Orozco,F,44,Delhi,82583677,Savings,252511,T0349,2025-01-16,Withdrawal,179020,,L0349,558387.0,427461.0,705
C350,Marcus George,F,42,Hyderabad,76028624,Savings,55615,T0350,2025-10-04,Deposit,79755,76821978.0,L0350,,,844
C351,Jason Paul,M,60,Kolkata,78477401,Current,50182,T0351,2025-05-21,Deposit,156577,43947216.0,L0351,,,686
C352,Maria Miller,M,34,Bengaluru,10079170,Current,281605,T0352,2025-09-03,Transfer,166673,,,,,728
C353,Gregory Moore,M,27,Mumbai,50658089,Current,283476,T0353,2025-07-31,Withdrawal,184328,98264113.0,,985726.0,299108.0,795
C354,Jennifer Schwartz,M,21,Kolkata,77596212,Savings,113232,T0354,2024-03-30,Withdrawal,20717,,,280688.0,7299.0,767
C355,Angela Walker,F,32,Pune,31941311,Savings,354163,T0355,2025-02-12,Withdrawal,132646,17489749.0,,603390.0,573069.0,694
C356,Ashley Williams,M,35,Pune,75281178,Current,398011,T0356,2024-11-10,Transfer,179031,11216473.0,L0356,992869.0,678299.0,715
C357,James Gomez,F,61,Mumbai,97347753,Current,372469,T0357,2025-03-02,Withdrawal,176218,90226562.0,L0357,,,631
C358,Victoria Olson,M,55,Chennai,95298275,Current,42342,T0358,2025-06-17,Transfer,192828,11718702.0,,,,675
C359,Kristine Lloyd,M,29,Chennai,51706886,Savings,37888,T0359,2024-02-22,Transfer,80352,,,,,758
C360,Devon Cabrera,M,22,Delhi,58128236,Current,102018,T0360,2025-08-06,Transfer,145853,,,687202.0,53593.0,601
C361,Megan Jenkins,F,58,Mumbai,51021954,Savings,400816,T0361,2024-12-27,Deposit,26356,,L0361,149261.0,95028.0,760
C362,Brent Allen,M,27,Bengaluru,50984610,Savings,297549,T0362,2025-07-03,Withdrawal,20582,,L0362,,,756
C363,Tammie Price,F,64,Hyderabad,87177363,Savings,250241,T0363,2024-02-21,Deposit,9835,23748010.0,,307311.0,219906.0,834
C364,Mary Lewis,M,50,Ahmedabad,85651439,Savings,407356,T0364,2025-05-27,Deposit,118773,48153802.0,,,,663
C365,Angela Brown,F,59,Hyderabad,75710842,Savings,494096,T0365,2024-07-20,Deposit,14895,,L0365,229908.0,11132.0,655
C366,Robert Scott,F,60,Delhi,46994246,Current,483700,T0366,2025-06-04,Deposit,26204,44750750.0,L0366,,,802
C367,James Burke,M,31,Bengaluru,85798030,Savings,273186,T0367,2025-04-27,Deposit,88864,37661553.0,L0367,,,716
C368,Angela Ballard MD,M,27,Ahmedabad,41246676,Savings,390628,T0368,2025-08-24,Transfer,164652,39901632.0,,565737.0,514441.0,725
C369,Taylor Farrell,M,36,Kolkata,40288202,Current,406859,T0369,2024-04-24,Withdrawal,102401,,L0369,,,616
C370,Jesse Murphy,M,57,Chennai,20380890,Savings,392672,T0370,2024-08-17,Withdrawal,35527,92763035.0,L0370,984581.0,646554.0,735
C371,Paul Conrad,F,58,Ahmedabad,43202394,Savings,202533,T0371,2024-07-24,Withdrawal,181460,,L0371,,,732
C372,Steven Edwards,M,47,Bengaluru,83094116,Savings,113220,T0372,2025-06-02,Transfer,79474,,L0372,809643.0,384786.0,749
C373,Robert Ramirez,F,31,Chennai,59031051,Current,2940,T0373,2024-06-08,Withdrawal,13062,,L0373,903862.0,50599.0,821
C374,Marissa Hughes,F,55,Pune,26753806,Savings,365096,T0374,2025-06-02,Withdrawal,92206,82652703.0,L0374,699337.0,267614.0,640
C375,Sarah Farrell,F,41,Ahmedabad,20475999,Savings,60466,T0375,2025-02-28,Deposit,120614,,,,,707
C376,Ashley Foley,F,56,Bengaluru,14024948,Savings,442590,T0376,2024-07-03,Withdrawal,174223,93129434.0,,,,784
C377,John Day,M,57,Chennai,64413633,Savings,28975,T0377,2024-09-03,Deposit,125080,39254337.0,L0377,586872.0,371090.0,789
C378,Matthew Lee,F,22,Bengaluru,82968360,Savings,49258,T0378,2025-07-21,Deposit,184451,14356828.0,,,,770
C379,Luis Gray,M,31,Kolkata,34208496,Savings,106160,T0379,2024-06-17,Withdrawal,173863,,L0379,434320.0,31064.0,725
C380,John Boone,F,42,Pune,37793828,Current,305545,T0380,2025-08-27,Deposit,186108,80036739.0,L0380,,,735
C381,Eric Castro,F,50,Hyderabad,38815396,Savings,238950,T0381,2025-01-29,Deposit,181886,,L0381,,,756
C382,Jonathan Black,F,60,Kolkata,20905400,Current,113509,T0382,2025-09-25,Deposit,31459,40113055.0,,926988.0,217246.0,832
C383,Michelle Sanchez,F,23,Hyderabad,99385596,Savings,42454,T0383,2024-12-18,Transfer,138786,,L0383,753280.0,733262.0,736
C384,Dean Lee,F,36,Delhi,99435864,Savings,377267,T0384,2025-10-26,Deposit,177149,,L0384,,,673
C385,Julie Lopez,M,45,Chennai,64879477,Current,401750,T0385,2024-04-13,Deposit,29959,,L0385,,,736
C386,Rita Aguilar,M,25,Bengaluru,82663729,Current,401231,T0386,2025-04-11,Deposit,58128,,,320787.0,38347.0,794
C387,Philip Cherry,M,22,Delhi,85711532,Savings,142009,T0387,2024-02-29,Deposit,71678,,L0387,757349.0,504476.0,794
C388,Richard Sexton,F,42,Hyderabad,30584271,Current,252230,T0388,2025-09-11,Transfer,18201,,,591525.0,489634.0,779
C389,Patty Thompson,M,48,Mumbai,67293811,Current,265194,T0389,2025-03-18,Transfer,155645,25918633.0,L0389,730358.0,223795.0,848
C390,William Pena,M,55,Mumbai,81289105,Savings,265950,T0390,2025-02-02,Deposit,180022,,L0390,811150.0,300150.0,799
C391,Brandy Allen,M,30,Hyderabad,20409440,Savings,234323,T0391,2025-09-01,Deposit,31458,83845685.0,,,,605
C392,Kimberly Goodwin,F,46,Hyderabad,99918483,Current,477046,T0392,2024-05-30,Deposit,26736,,,,,634
C393,Duane Gould Jr.,F,52,Bengaluru,78779431,Current,115988,T0393,2025-02-16,Withdrawal,153787,48996103.0,L0393,957890.0,469957.0,704
C394,Ryan Ferguson,M,37,Mumbai,31801313,Savings,139392,T0394,2025-05-23,Transfer,107311,,,847257.0,306752.0,612
C395,Daniel Lewis,F,35,Chennai,93243729,Savings,440980,T0395,2024-04-09,Withdrawal,101867,,,207415.0,46636.0,756
C396,Sandra Davidson,F,52,Pune,27706474,Current,204599,T0396,2024-09-14,Withdrawal,143216,92297089.0,L0396,352773.0,273894.0,788
C397,Daniel Harrington,M,23,Hyderabad,31902145,Current,335174,T0397,2025-01-25,Transfer,156934,86974402.0,,819831.0,568771.0,601
C398,Diana Gonzalez,M,37,Pune,92896067,Savings,318170,T0398,2025-10-26,Transfer,131038,77658139.0,,740556.0,24652.0,758
C399,John Stone,M,43,Chennai,87284042,Current,268863,T0399,2025-03-20,Deposit,193505,,,,,795
C400,Dennis Novak,F,62,Mumbai,73720227,Savings,239931,T0400,2025-06-21,Deposit,52344,,L0400,786286.0,526826.0,683
C401,Megan Nguyen,F,49,Chennai,68571275,Current,271558,T0401,2024-03-05,Withdrawal,143842,,L0401,,,733
C402,Steven Harris,M,42,Mumbai,68212597,Savings,412534,T0402,2024-03-21,Transfer,124478,82071300.0,L0402,747109.0,492655.0,721
C403,William Smith,F,48,Delhi,92842985,Savings,48054,T0403,2024-10-21,Deposit,74491,93657678.0,L0403,,,833
C404,Adam Kim,M,62,Kolkata,22756532,Savings,246899,T0404,2025-01-12,Transfer,159233,,,,,789
C405,Michael Sanders,F,44,Hyderabad,97658964,Current,216810,T0405,2024-02-24,Withdrawal,6142,36316600.0,L0405,904003.0,354272.0,643
C406,Patrick Sexton,F,35,Pune,29328752,Current,450736,T0406,2024-04-17,Withdrawal,101700,68766406.0,L0406,,,728
C407,Marissa Ray,M,34,Delhi,75585362,Current,281066,T0407,2025-02-12,Transfer,152366,19786699.0,L0407,,,800
C408,Denise Kline,F,51,Bengaluru,50988795,Current,35850,T0408,2024-06-17,Withdrawal,109141,,,712065.0,542645.0,630
C409,Deborah Weiss,F,34,Bengaluru,17549152,Savings,16753,T0409,2025-02-22,Transfer,57769,59756646.0,,929325.0,377527.0,627
C410,Angela Fisher,M,60,Bengaluru,65393333,Savings,408057,T0410,2024-02-24,Withdrawal,87368,,,299249.0,9624.0,846
C411,Haley Black,M,45,Ahmedabad,74722216,Savings,492443,T0411,2024-06-21,Transfer,188918,11298327.0,,,,732
C412,Christine Ortiz,F,41,Chennai,95134557,Current,25187,T0412,2024-06-28,Transfer,140778,64292544.0,L0412,687147.0,286821.0,788
C413,Robert Howell,F,27,Mumbai,41222423,Current,121450,T0413,2025-02-22,Transfer,76156,,,568876.0,434730.0,828
C414,Ernest Romero,M,53,Mumbai,39300164,Current,318375,T0414,2025-08-14,Deposit,94787,,L0414,,,643
C415,Tiffany Kelly,F,37,Kolkata,82932566,Current,374188,T0415,2025-03-29,Deposit,50602,72231325.0,,,,643
C416,Dennis Wilson,F,50,Chennai,18174618,Savings,401036,T0416,2025-07-11,Transfer,78862,25046588.0,L0416,594578.0,375686.0,839
C417,Patricia Sanchez,M,23,Kolkata,69675951,Savings,310976,T0417,2024-01-21,Transfer,180214,90619124.0,,122787.0,68371.0,622
C418,Luke Ross,F,22,Pune,24037627,Savings,101184,T0418,2025-08-07,Transfer,149429,,,,,841
C419,Jeremy Rubio,M,36,Mumbai,75207289,Current,464697,T0419,2025-08-03,Transfer,180715,77735267.0,,128051.0,62845.0,626
C420,Dawn Nelson,F,53,Bengaluru,39885097,Current,349385,T0420,2024-03-04,Withdrawal,18641,16223697.0,,,,624
C421,Derrick Vaughn,M,35,Mumbai,19621217,Savings,113454,T0421,2024-03-15,Transfer,149566,,,210770.0,49030.0,743
C422,Steven Hunt,M,28,Ahmedabad,95877679,Current,116404,T0422,2024-08-26,Deposit,146553,47084436.0,,,,609
C423,Sean Smith,F,39,Delhi,84958359,Current,335558,T0423,2024-05-12,Deposit,30713,34021961.0,L0423,,,647
